plan_id,event_date,known_by,date_basis,event_type,status_after,in_effect_for_2026,court_case,source_url,notes,_state,_confidence,_left_censored,_resolution_days,_days_present,_last_seen,_page,_section,_evidence
,,2025-11-16,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,medium,,1,2,2025-11-17,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"Governor Greg Abbott called a special session in Texas to redraw its congressional districts leading to the Texas Legislature passing new maps resulting in 5 new republican leaning districts. Governor Ron DeSantis has expressed interest in redrawing Florida's congressional map, and the Florida House"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,135,2026-04-19,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"+Summary of mid-decade changes to congressional districts in advance of the 2026 election cycle ! rowspan=""3"" | State (linked to summaries below) ! rowspan=""3"" | Status ! rowspan=""3"" class=""unsortable"" | Notes ! colspan=""3"" style=""text-align:center"" | Change in partisanship"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AR,high,,1,55,2026-01-11,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Arkansas | data-sort-value=3 | In Christian Ministerial Alliance v. Thurston, plaintiffs alleged racial gerrymandering diluting the voting power of black voters by splitting Little Rock into three districts; the case was heard in a federal district court, and the panel ruled that it did not constit"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,87,2026-02-12,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!California | data-sort-value=0 | In response to Texas, a new map has been approved by voters in a special Statewide election temporarily permitting an off-cycle redistricting. The state's constitution prohibits the California State Legislature from drawing congressional districts, so the map was su"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,1,55,2026-01-11,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,!Florida | data-sort-value=3 | A state circuit judge ruled in September 2023 that the map passed by the state legislature discriminated against Black voters by redrawing the formerly plurality-Black 5th district to no longer have a Black plurality; Florida appealed this ruling and the map was reinst
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,GA,high,,1,55,2026-01-11,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Georgia | data-sort-value=1 | A federal district judge ruled on October 26, 2023, that Georgia's districts are racially gerrymandered and ordered a new map with an additional majority-black district. A new map was drawn for the 2024 elections; however, it is being appealed to the U.S. Court of Appe"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IN,high,,1,4,2025-11-21,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Indiana | On November 18, 2025, the Indiana State Senate vote 29–19 against meeting in December with their House colleagues to discuss redistricting. Despite this, Governor Mike Braun has stated he will ""explore all options"" to enable redistricting, in response to pressure from President Trump. | d"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,LA,high,,1,46,2026-01-02,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Louisiana | data-sort-value=1 | The U.S. Supreme Court heard arguments challenging Louisiana's new congressional map, drawn in 2024, which created another majority-black congressional district, as a group of ""non-African American voters"" challenged the map as a racial gerrymander. The Supreme Court"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,NC,high,,1,87,2026-02-12,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!North Carolina | data-sort-value=0 | The state Senate passed the bill for a new map making the competitive 1st congressional district more Republican leaning on October 21, 2025. The state House passed it the next day. The governor, Josh Stein, does not have the authority to veto the map. It has re"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,OH,high,,1,55,2026-01-11,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Ohio | data-sort-value=0 | Ohio voters amended the constitution in 2018, creating a process that requires both Republicans and Democrats in the state legislature to vote on the new congressional map. However, in the 2020 redistricting cycle, Democrats did not back a Republican proposal, necessitati"
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,SC,high,,1,56,2026-01-12,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!South Carolina | data-sort-value=3 | In League of Women Voters v. Alexander, the South Carolina Supreme Court heard arguments in June 2025 as to whether the congressional maps are an unlawful partisan gerrymander in violation of the state's constitution. On September 17, 2025, the court ruled that "
,,2025-11-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,55,2026-01-11,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"Governor Greg Abbott called a special session in Texas to redraw its congressional districts leading to the Texas Legislature passing new maps resulting in 5 new republican leaning districts. However, on November 18, a panel of the District Court for the Western District of Texas issued a preliminar"
,,2025-11-22,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IN,high,,1,4,2025-11-25,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Indiana | On November 18, 2025, the Indiana State Senate voted 29–19 against meeting in December with their House colleagues to discuss redistricting. Despite this, Governor Mike Braun has stated he will ""explore all options"" to enable redistricting, in response to pressure from President Trump. | "
,,2025-11-22,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,high,,1,184,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Utah | data-sort-value=0 | In July 2023, in League of Women Voters v. Utah State Legislature, the Utah Supreme Court heard arguments alleging that the Utah Legislature violated a citizen-passed anti-gerrymandering proposition by dividing Salt Lake County voters into all four of Utah's districts. Th"
,,2025-11-26,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IN,high,,1,15,2025-12-10,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Indiana | data-sort-value=1 | On November 18, 2025, the Indiana State Senate voted 29–19 against meeting in December with their House colleagues to discuss redistricting. Despite this, Governor Mike Braun has stated he will ""explore all options"" to enable redistricting, in response to pressure from"
,,2025-11-26,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,KS,high,,1,23,2025-12-18,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Kansas | Republican Kansas state legislators announced a plan to call a special session to redraw the 3rd congressional district, but lacked the neccessary support in the House. | data-sort-value=1 | data-sort-value=0 | data-sort-value=−1"
,,2025-12-11,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IN,high,,1,64,2026-02-12,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Indiana | data-sort-value=3 | On November 18, 2025, the Indiana State Senate voted 29–19 against meeting in December with their House colleagues to discuss redistricting. Despite this, Governor Mike Braun has stated he will ""explore all options"" to enable redistricting, in response to pressure from"
,,2025-12-19,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,KS,high,,1,157,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Kansas | Republican Kansas state legislators announced a plan to call a special session to redraw the 3rd congressional district, but lacked the necessary support in the House. | data-sort-value=1 | data-sort-value=0 | data-sort-value=−1"
,,2026-01-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,LA,low,,1,1,2026-01-03,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Louisiana | The U.S. Supreme Court heard arguments challenging Louisiana's new congressional map, drawn in 2024, which created another majority-black congressional district, as a group of ""non-African American voters"" challenged the map as a racial gerrymander. The Supreme Court ordered re-argument"
,,2026-01-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,10,2026-01-12,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"! Maryland | data-sort-value=1 | On November 4, 2025, Governor Wes Moore announced the creation of the Redistricting Advisory Commission which began the process of redistricting the congressional lines to make the 1st district more Democratic. The plan has received support from State House Speaker A"
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AR,high,,1,133,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Arkansas | data-sort-value=3 | In Christian Ministerial Alliance v. Thurston, plaintiffs alleged racial gerrymandering diluting the voting power of black voters by splitting Little Rock into three districts. The case was heard in a federal district court. The panel ruled that it did not constitute "
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,1,19,2026-01-30,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Florida | data-sort-value=3 | In September 2023, a state circuit judge ruled that the map passed by the state legislature discriminated against Black voters, by redrawing the formerly plurality-Black 5th district to no longer have a Black plurality. Florida appealed this ruling and the map was rein"
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,GA,high,,1,53,2026-03-05,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Georgia | data-sort-value=1 | In October 2023, a federal district judge ruled that Georgia's districts are racially gerrymandered, and ordered a new map with an additional majority-black district. A new map was drawn for the 2024 elections. It is being appealed to the U.S. Court of Appeals for the "
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IL,high,,1,35,2026-02-15,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"Democratic governors JB Pritzker of Illinois and Wes Moore of Maryland have kept the possibility of redrawing their states' congressional districts, although the efficacy would be debatable. Redistricting has been considered in Colorado, New Jersey, and New York. Legal and political challenges make "
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,NC,high,,1,35,2026-02-15,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"Republican state legislative leaders in North Carolina announced a redraw of the state's congressional districts to make the 1st congressional district more Republican leaning. Talks about redistricting have also occurred in Nebraska, which has two safely Republican and one competitive district that"
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,OH,high,,1,133,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!Ohio | data-sort-value=0 | Ohio voters amended the constitution in 2018, creating a process that requires both Republicans and Democrats in the state legislature to vote on the new congressional map. In the 2020 redistricting cycle, Democrats did not back a Republican proposal, necessitating a new "
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,12,2026-01-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"Governor Greg Abbott called a special session in Texas to redraw its congressional districts, leading to the Texas Legislature passing new maps resulting in 5 new republican leaning districts. On November 18, a panel of the District Court for the Western District of Texas issued a preliminary injunc"
,,2026-01-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,high,,1,133,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"On October 6, the Utah Legislature passed a new map, which changed 2 Republican districts to be more competitive. On November 10, Utah Third District Judge Dianna Gibson ruled that the new map also violated Proposition 4, opting to approve a plaintiff-submitted alternative, Map 1, which creates a sa"
,,2026-01-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,8,2026-01-20,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"! Maryland | data-sort-value=1 | In November 2025, Governor Wes Moore announced the creation of the Redistricting Advisory Commission which began the process of redistricting the congressional lines to make the 1st district more Democratic. The plan has received support from State House Speaker Adri"
,,2026-01-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,SC,high,,1,132,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!South Carolina | data-sort-value=3 | In June 2025, the South Carolina Supreme Court heard arguments in League of Women Voters v. Alexander, as to whether the congressional maps are an unlawful partisan gerrymander in violation of the state's constitution. In September 2025, the court ruled that par"
,,2026-01-21,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,30,2026-02-19,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"! Maryland | data-sort-value=1 | In November 2025, Governor Wes Moore announced the creation of the Redistricting Advisory Commission which began the process of redistricting the congressional lines to make the 1st district more Democratic. The plan has received support from State House Speaker Jose"
,,2026-01-21,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,NY,high,,1,40,2026-03-01,2026 United States House of Representatives elections,Crossover seats > Out-of-cycle partisan redistricting efforts,"!New York | data-sort-value=1 | Voters in NY-11 filed a lawsuit in October 2025, claiming the Staten Island-based district illegally dilutes the power of Black and Hispanic voters in the district. Acting New York Supreme Court Justice Jeffrey Pearlman ordered the independent redistricting commission"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,80,2026-05-25,2026 United States House of Representatives elections,,"Special elections may also be held on dates throughout 2026. Numerous other federal, state, and local elections, including elections to the Senate, will be held on this date. The winners of this election will serve in the 120th United States Congress, with seats apportioned among the states based on"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,121,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Newly created seats,The following districts had no incumbent representative as a result of redistricting.
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,121,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Seats with multiple incumbents running,"The following districts will have multiple incumbent representatives running, a product of multiple districts merging in redistricting."
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,68,2026-04-19,2026 United States House of Representatives elections,See also,* 2025 United States redistricting
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,37,2026-03-01,2026 United States House of Representatives elections,California,"Redistricted from the CA-6 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent running"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,41,2026-03-05,2026 United States House of Representatives elections,California,"Redistricted from the CA-41 | style=""color:black;background-color:#FFB6B6"" | Republican | 1992 | Incumbent running"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,41,2026-03-05,2026 United States House of Representatives elections,California,"! CA-41 | Redistricted from the CA-38 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2002 | Incumbent running | nowrap"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,GA,high,,1,41,2026-03-05,2026 United States House of Representatives elections,Crossover seats > Democratic,"In Georgia, litigation is still ongoing regarding appeals to the newly drawn congressional map that was used in the 2024 elections. In Louisiana, litigation remained unresolved. In South Carolina, the South Carolina Supreme Court ruled that partisan gerrymandering is not in violation of the state's "
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,68,2026-04-19,2026 United States House of Representatives elections,Retirements > Democratic,# TX-37: Lloyd Doggett is retiring due to redistricting.
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,8,2026-01-31,2026 United States House of Representatives elections,Texas,"Redistricted from the TX-9 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2004 | Incumbent running"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,68,2026-04-19,2026 United States House of Representatives elections,Texas,"! rowspan=2 | TX-33 | rowspan=2 | Redistricted from the TX-30 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2022 | style=""background:#DDDDDD"" | Incumbent retiring to run for U.S. Senate"
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,68,2026-04-19,2026 United States House of Representatives elections,See also,* 2025 Texas redistricting
,,2026-01-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,high,,1,121,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"In Utah, a partisan gerrymander case resulted in a map which creates a safe Democratic district comprising the majority of Salt Lake County following a district court ruling. In Wisconsin, a challenge to the state's current congressional map, arguing it was an unlawful partisan gerrymander, was dism"
,,2026-01-27,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,68,2026-04-27,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 16 districts in which Donald Trump won (or would have won under their redrawn lines) in 2024 that are represented by Democrats:
,,2026-01-31,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,low,,1,1,2026-01-31,2026 United States House of Representatives elections,Crossover seats > Democratic,"On January 9, 2025, Governor Ron DeSantis called for a special session in April redrawing the state's congressional maps with the target of gaining 3 to 5 new Republican seats. However, Florida state law prevents deliberately redrawing congressional maps purely for partisan gain."
,,2026-02-01,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,1,12,2026-02-12,2026 United States House of Representatives elections,Crossover seats > Democratic,"On January 9, 2026, Governor Ron DeSantis called for a special session in April redrawing the state's congressional maps with the target of gaining 3 to 5 new Republican seats. However, Florida state law prevents deliberately redrawing congressional maps purely for partisan gain."
,,2026-02-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,101,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"!California | data-sort-value=0 | In response to Texas's redistricting, a new map was approved by voters in a special statewide election temporarily permitting an off-cycle redistricting. The state's constitution prohibits the state legislature from drawing congressional districts, so the map was su"
,,2026-02-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,1,10,2026-02-22,2026 United States House of Representatives elections,Crossover seats > Democratic,"!Florida | data-sort-value=1 | {{collapsible list | title=2022–2025 Voting Rights Act Litigation | 1=In September 2023, a state circuit judge ruled that the map passed by the state legislature discriminated against Black voters, by redrawing the formerly plurality-Black 5th district to no longer hav"
,,2026-02-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,IN,high,,1,101,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"!Indiana | data-sort-value=3 | On November 18, 2025, the Indiana State Senate voted 29–19 against meeting in December with their House colleagues to discuss redistricting. Despite this, Governor Mike Braun stated that he would ""explore all options"" to enable redistricting, in response to pressure fr"
,,2026-02-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,NC,high,,1,101,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"!North Carolina | data-sort-value=0 | The state Senate passed the bill for a new map making the competitive 1st congressional district more Republican-leaning on October 21, 2025. The state House passed it the next day. The governor, Josh Stein, does not have the authority to veto the map. It has re"
,,2026-02-16,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,4,2026-02-19,2026 United States House of Representatives elections,Crossover seats > Democratic,"Democratic governor Wes Moore of Maryland pursued redistricting in his state, but looks unlikely to succeed."
,,2026-02-18,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,high,,1,16,2026-03-05,2026 United States House of Representatives elections,Tennessee,"Redistricted from the UT-2 | style=""color:black;background-color:#FFB6B6"" | Republican | 2023 (special) | Incumbent's intent unknown"
,,2026-02-20,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,94,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,Democratic governor Wes Moore of Maryland unsuccessfully pursued redistricting in his state.
,,2026-02-20,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,1,41,2026-04-19,2026 United States House of Representatives elections,Crossover seats > Democratic,"! Maryland | In November 2025, Governor Wes Moore announced the creation of the Redistricting Advisory Commission which began the process of redistricting the congressional lines to make the 1st district more Democratic. The plan has received support from State House Speaker Joseline Peña-Melnyk, bu"
,,2026-02-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,1,42,2026-05-01,2026 United States House of Representatives elections,Crossover seats > Democratic,"!Florida | data-sort-value=1 | In September 2023, a state circuit judge ruled that the map passed by the state legislature discriminated against Black voters, by redrawing the formerly plurality-Black 5th district to no longer have a Black plurality. Florida appealed this ruling and the map was rein"
,,2026-03-02,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,medium,,1,18,2026-04-19,2026 United States House of Representatives elections,Arkansas,"! CA-3 | Redistricted from the CA-6 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent running"
,,2026-03-02,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,7,2026-03-08,2026 United States House of Representatives elections,Arkansas,"! CA-6 | Redistricted from the CA-3 | style=""background-color:#FFB6B6"" | Republican | 2022 | Incumbent running | nowrap"
,,2026-03-02,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,NY,high,,1,84,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"!New York | Voters in NY-11 filed a lawsuit in October 2025, claiming the Staten Island-based district illegally dilutes the power of Black and Hispanic voters in the district. Acting New York Supreme Court Justice Jeffrey Pearlman ordered the independent redistricting commission to make new maps to"
,,2026-03-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,1,30,2026-04-19,2026 United States House of Representatives elections,Crossover seats > Republican,This lists the 8 districts which Kamala Harris won (or would have won under their redrawn lines) in 2024 that are represented by Republicans:
,,2026-03-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,42,2026-05-25,2026 United States House of Representatives elections,Crossover seats > Democratic,!Texas 9 | Al Green (running in the 18th district under the new map) | 2004
,,2026-03-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,42,2026-05-25,2026 United States House of Representatives elections,Crossover seats > Democratic,!Texas 32 | Julie Johnson (running in the 33rd district under the new map) | 2024
,,2026-03-03,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,1,59,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,!Texas 35 | Greg Casar (running in the 37th district under the new map) | 2022
,,2026-03-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,GA,high,,1,80,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"In Georgia, litigation is still ongoing regarding appeals to the newly drawn congressional map that was used in the 2024 elections. However it was not resolved before the filing deadline for the 2026 Congressional elections. In Louisiana, litigation remained unresolved. In South Carolina, the South "
,,2026-03-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,high,,1,4,2026-03-09,2026 United States House of Representatives elections,Tennessee,"! UT-2 | Redistricted from the UT-1 | style=""background-color:#FFB6B6"" | Republican | 2020 | Incumbent running | nowrap"
,,2026-03-09,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,1,24,2026-04-19,2026 United States House of Representatives elections,Arkansas,! CA-6 | Redistricted from the CA-3 | Independent | 2022 | Incumbent running | nowrap
,,2026-03-11,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,UT,medium,,1,2,2026-03-12,2026 United States House of Representatives elections,Tennessee,"! UT-3 | Redistricted from the UT-2 | style=""color:black;background-color:#FFB6B6"" | Republican | 2023 (special) | Incumbent running"
,,2026-03-17,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_Senate_elections,,KS,high,,1,6,2026-03-23,2026 United States Senate elections,Kansas,"Sharice Davids, U.S. Representative from Kansas's 3rd congressional district (2019–present) has indicated she would consider a run if the state legislature adopts a new congressional map. Outgoing Democratic Governor Laura Kelly was considered a potential challenger to Marshall but has said she does"
,,2026-03-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_Senate_elections,,KS,high,,1,40,2026-05-10,2026 United States Senate elections,Kansas,U.S. representative from Kansas's 3rd congressional district Sharice Davids has said she would consider a run if the state legislature adopts a new congressional map. Outgoing Democratic Governor Laura Kelly was considered a potential challenger to Marshall but has said she does not intend to run. D
,,2026-04-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,2,3,2026-04-19,2026 United States House of Representatives elections,South Carolina,"! rowspan=2 | TX-25 | rowspan=2 | Redistricted from the TX-33 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | style=""background:#DDDDDD"" | Incumbent retiring"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,3,2026-04-27,2026 United States House of Representatives elections,Crossover seats > Republican,This lists the 12 districts which Kamala Harris won (or would have won under their redrawn lines) in 2024 that are represented by Republicans:
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,29,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Republican,"+Summary of mid-decade changes to congressional districts in advance of the 2026 election cycle !rowspan=3 | State (linked to summaries below) !rowspan=3 | Status !rowspan=3 class=""unsortable"" | Notes !colspan=3 style=""text-align:center"" | Change in partisanship"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,19,2026-06-10,2026 United States House of Representatives elections,See also,*2025 United States redistricting
